"","CODE_CIRCO","NOM.x","PRENOM.x","CIVILITE.x","CODE_NUANCE","SCORE_2024","NOM.y","PRENOM.y","CIVILITE.y","SCORE_2022","DIFF_2024_2022","FLOURISH_CODE_CIRCO","circo_name","classe","classe_num","colour_categ","changement","text_color","popup_html"
"143","4202","RIBEIRO CUSTODIO","Alexandra","Mme","LR",14.21,"REY","Marie-Camille","Mme",8.61,5.6,"4202","2e circonscription de la Loire","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,61% à 14,21%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,60 points.</span>"
"144","4204","CINIERI","Dino","M.","LR",22.91,"CINIERI","Dino","M.",25.81,-2.9,"4204","4e circonscription de la Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 25,81% à 22,91%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,90 points.</span>"
"145","4205","ROBIN","Clotilde","Mme","LR",24.78,"VERMOREL-MARQUES","Antoine","M.",25.77,-0.990000000000002,"4205","5e circonscription de la Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 25,77% à 24,78%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -0,99 points.</span>"
"146","4206","SALEN","Paul","M.","LR",22.61,"TAITE","Jean-Pierre","M.",25.36,-2.75,"4206","6e circonscription de la Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 25,36% à 22,61%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,75 points.</span>"
"147","4301","VALENTIN","Isabelle","Mme","LR",40.89,"VALENTIN","Isabelle","Mme",45.26,-4.37,"4301","1ère circonscription de la Haute-Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 45,26% à 40,89%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -4,37 points.</span>"
"148","4302","VIGIER","Jean-Pierre","M.","LR",40.9,"VIGIER","Jean-Pierre","M.",45.68,-4.78,"4302","2e circonscription de la Haute-Loire","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 45,68% à 40,90%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -4,78 points.</span>"
"149","4401","BAINVEL","Julien","M.","LR",17.24,"BÉRAUD","Anthony","M.",12.56,4.68,"4401","1ère circonscription de la Loire-Atlantique","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 12,56% à 17,24%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,68 points.</span>"
"150","4402","PILARD","Sébastien","M.","LR",13.95,"CHOMBART DE LAUWE","Foulques","M.",9.35,4.6,"4402","2e circonscription de la Loire-Atlantique","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,35% à 13,95%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,60 points.</span>"
"151","4403","HAMEL","Rozenn","Mme","LR",8.71,"VAN GOETHEM","Sophie","Mme",5.76,2.95,"4403","3e circonscription de la Loire-Atlantique","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,76% à  8,71%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,95 points.</span>"
"152","4406","HUNAULT","Alain","M.","LR",21.6,"GUYOT","Francois","M.",9.56,12.04,"4406","6e circonscription de la Loire-Atlantique","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  9,56% à 21,60%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,04 points.</span>"
"153","4407","LOUVRIER","Franck","M.","LR",20.67,"PLOUVIER","Bertrand","M.",13.22,7.45,"4407","7e circonscription de la Loire-Atlantique","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,22% à 20,67%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,45 points.</span>"
"154","4408","BEUVELET","Florence","Mme","LR",8.01,"PORCHER","Andréa","Mme",4.53,3.48,"4408","8e circonscription de la Loire-Atlantique","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,53% à  8,01%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,48 points.</span>"
"155","4410","GUIHO","Jérôme","M.","LR",19.4,"LUQUIAU","Charlotte","Mme",15.04,4.36,"4410","10e circonscription de la Loire-Atlantique","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 15,04% à 19,40%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,36 points.</span>"
"156","4502","GROUARD","Serge","M.","LR",27.76,"HOUSSARD","Alexandre","M.",11.69,16.07,"4502","2e circonscription du Loiret","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 11,69% à 27,76%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,07 points.</span>"
"157","4503","DE GANAY","Claude","M.","LR",23.63,"DE GANAY","Claude","M.",12.69,10.94,"4503","3e circonscription du Loiret","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 12,69% à 23,63%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,94 points.</span>"
"158","4504","DOOR","Jean-Pierre","M.","LR",23.78,"LÉVY","Ariel","M.",14.34,9.44,"4504","4e circonscription du Loiret","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,34% à 23,78%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  9,44 points.</span>"
"159","4505","DUBOIS","Marianne","Mme","LR",23.6,"BUIZARD","Maxime","M.",18.66,4.94,"4505","5e circonscription du Loiret","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 18,66% à 23,60%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,94 points.</span>"
"160","4601","PRADIÉ","Aurélien","M.","LR",24.64,"PRADIÉ","Aurélien","M.",45.46,-20.82,"4601","1ère circonscription du Lot","Moins de -10 %",1,"#67001f","une baisse de ","white","Entre 2022 et 2024, le taux est passé de 45,46% à 24,64%, soit une baisse de <span style='background: #67001f; display: inline-block; padding: 2px; padding-bottom:0; color:white'>-20,82 points.</span>"
"161","4602","HUREAUX","Roland","M.","LR",3.55,"BONTEMPS","Louis","M.",8.12,-4.57,"4602","2e circonscription du Lot","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de  8,12% à  3,55%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -4,57 points.</span>"
"162","4702","ROSO","Emilien","M.","LR",13.82,"CALZAVARA","Martine","Mme",5.84,7.98,"4702","2e circonscription du Lot-et-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,84% à 13,82%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  7,98 points.</span>"
"163","4703","COSTES","Jean-Louis","M.","LR",19.12,"COSTES","Jean-Louis","M.",13.84,5.28,"4703","3e circonscription du Lot-et-Garonne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,84% à 19,12%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,28 points.</span>"
"164","4901","FEL","Caroline","Mme","LR",14.55,"BRANCOUR","Roch","M.",10.23,4.32,"4901","1ère circonscription de Maine-et-Loire","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,23% à 14,55%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,32 points.</span>"
"165","4903","TAUGOURDEAU","Jean-Charles","M.","LR",27.17,"BLIN","Anne-Laure","Mme",24.73,2.44,"4903","3e circonscription de Maine-et-Loire","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 24,73% à 27,17%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,44 points.</span>"
"166","4906","MARTIN","André","M.","LR",20.44,"GAILLARD","Geneviève","Mme",4.18,16.26,"4906","6e circonscription de Maine-et-Loire","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  4,18% à 20,44%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 16,26 points.</span>"
"167","5001","GOSSELIN","Philippe","M.","LR",30.82,"GOSSELIN","Philippe","M.",39.48,-8.66,"5001","1ère circonscription de la Manche","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 39,48% à 30,82%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -8,66 points.</span>"
"168","5002","HUET","Guenhaël","M.","LR",27.26,"TOULLEC DUFOUR","Erwan","M.",7.98,19.28,"5002","2e circonscription de la Manche","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,98% à 27,26%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 19,28 points.</span>"
"169","5003","COUSIN","Jean-Manuel","M.","LR",18.94,"BINET","Jean-René","M.",14.45,4.49,"5003","3e circonscription de la Manche","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,45% à 18,94%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,49 points.</span>"
"170","5101","BEAUVAIS","Valérie","Mme","LR",27.57,"BEAUVAIS","Valérie","Mme",15.55,12.02,"5101","1ère circonscription de la Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 15,55% à 27,57%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,02 points.</span>"
"171","5102","VAUTRIN","Catherine","Mme","LR",26.44,"LANG","Stéphane","M.",10.87,15.57,"5102","2e circonscription de la Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,87% à 26,44%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 15,57 points.</span>"
"172","5103","PAILLARD","Rachel","Mme","LR",20.74,"JACQUET","Antoine","M.",8.99,11.75,"5103","3e circonscription de la Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  8,99% à 20,74%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,75 points.</span>"
"173","5104","MAGNIER","Lise","Mme","LR",22.04,"DEVAUX","Jean-Louis","M.",10.14,11.9,"5104","4e circonscription de la Marne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,14% à 22,04%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 11,90 points.</span>"
"174","5201","GUENÉ","Adrien","M.","LR",19.06,"DELONG","Sophie","Mme",13.42,5.64,"5201","1ère circonscription de la Haute-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 13,42% à 19,06%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,64 points.</span>"
"175","5202","CORNUT-GENTILLE","François","M.","LR",33.81,"CORNUT-GENTILLE","François","M.",27.85,5.95999999999999,"5202","2e circonscription de la Haute-Marne","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 27,85% à 33,81%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,96 points.</span>"
"176","5301","SOULTANI-VIGNERON","Samia","Mme","LR",18.53,"MAILLARD","Alexandre","M.",6.5,12.03,"5301","1ère circonscription de la Mayenne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,50% à 18,53%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 12,03 points.</span>"
"177","5302","CHEVROLLIER","Guillaume","M.","LR",29.76,"DIRSON","Sophie","Mme",7.58,22.18,"5302","2e circonscription de la Mayenne","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  7,58% à 29,76%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 22,18 points.</span>"
"178","5403","SERVAGI","Mathieu","M.","LR",9.3,"SERVAGI","Mathieu","M.",6.14,3.16,"5403","3e circonscription de Meurthe-et-Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,14% à  9,30%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,16 points.</span>"
"179","5404","BAZIN","Thibault","M.","LR",24.65,"BAZIN","Thibault","M.",31.29,-6.64,"5404","4e circonscription de Meurthe-et-Moselle","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 31,29% à 24,65%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -6,64 points.</span>"
"180","5405","MORENVILLIER","Philippe","M.","LR",10.5,"FRANÇOIS","Yannick","M.",4.65,5.85,"5405","5e circonscription de Meurthe-et-Moselle","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  4,65% à 10,50%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,85 points.</span>"
"181","5406","ROSELEUR","Lise","Mme","LR",12.46,"RICHIER","Jonathan","M.",9.68,2.78,"5406","6e circonscription de Meurthe-et-Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,68% à 12,46%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,78 points.</span>"
"182","5502","REGENT","Pierre","M.","LR",12.2,"ADDENET","Jean-Marie","M.",13.49,-1.29,"5502","2e circonscription de la Meuse","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 13,49% à 12,20%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,29 points.</span>"
"183","5601","PENHOUET","Christine","Mme","LR",16.7,"ARS","François","M.",8.12,8.58,"5601","1ère circonscription du Morbihan","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,12% à 16,70%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,58 points.</span>"
"184","5602","LE RAY","Philippe","M.","LR",26.9,"LEMOULINIER","Sophie","Mme",5.1,21.8,"5602","2e circonscription du Morbihan","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  5,10% à 26,90%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 21,80 points.</span>"
"185","5603","PERRAULT","Soizic","Mme","LR",11.45,"QUÉRO","Benoît","M.",17,-5.55,"5603","3e circonscription du Morbihan","Entre -10 et -5 %",2,"#d6604d","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 17,00% à 11,45%, soit une baisse de <span style='background: #d6604d; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -5,55 points.</span>"
"186","5606","GOUJON","Anne Maud","Mme","LR",8.72,"KIEFER","Guillaume","M.",3.65,5.07,"5606","6e circonscription du Morbihan","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,65% à  8,72%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,07 points.</span>"
"187","5701","KUNTZ","Marie-Louise","Mme","LR",11.64,"KUNTZ","Malou","Mme",10.87,0.77,"5701","1ère circonscription de la Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,87% à 11,64%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,77 points.</span>"
"188","5702","FRANÇOIS","Jean","M.","LR",18.33,"HORY","Thierry","M.",14.47,3.86,"5702","2e circonscription de la Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,47% à 18,33%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,86 points.</span>"
"189","5704","DI FILIPPO","Fabien","M.","LR",18.65,"DI FILIPPO","Fabien","M.",45.98,-27.33,"5704","4e circonscription de la Moselle","Moins de -10 %",1,"#67001f","une baisse de ","white","Entre 2022 et 2024, le taux est passé de 45,98% à 18,65%, soit une baisse de <span style='background: #67001f; display: inline-block; padding: 2px; padding-bottom:0; color:white'>-27,33 points.</span>"
"190","5705","LETT","Céleste","M.","LR",28.72,"SEITLINGER","Vincent","M.",24.53,4.19,"5705","5e circonscription de la Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 24,53% à 28,72%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,19 points.</span>"
"191","5706","LANG","Pierre","M.","LR",16.32,"FRIEDRICH","Marc","M.",9.78,6.54,"5706","6e circonscription de la Moselle","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  9,78% à 16,32%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,54 points.</span>"
"192","5708","ASSIOMA-COSTA","Eliane","Mme","LR",7.71,"ROSA","Raphaëlle","Mme",3.53,4.18,"5708","8e circonscription de la Moselle","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  3,53% à  7,71%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,18 points.</span>"
"193","5709","LAPOINTE-ZORDAN","Pauline","Mme","LR",13.15,"GRANDJEAN","Lucas","M.",6.8,6.35,"5709","9e circonscription de la Moselle","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  6,80% à 13,15%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,35 points.</span>"
"194","5802","LEGRAIN","Annie","Mme","LR",8.91,"DENIAUX","Christophe","M.",10.84,-1.93,"5802","2e circonscription de la Nièvre","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 10,84% à  8,91%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,93 points.</span>"
"195","5902","BARISEAU","Florence","Mme","LR",11.93,"BOISARD-VANNIER","Caroline","Mme",7.85,4.08,"5902","2e circonscription du Nord","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  7,85% à 11,93%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  4,08 points.</span>"
"196","5904","HOUSSIN","Jacques","M.","LR",16.64,"LEBLANC","Sébastien","M.",6.28,10.36,"5904","4e circonscription du Nord","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  6,28% à 16,64%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 10,36 points.</span>"
"197","5905","HUYGHE","Sébastien","M.","LR",23.63,"HUYGHE","Sébastien","M.",17.51,6.12,"5905","5e circonscription du Nord","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 17,51% à 23,63%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,12 points.</span>"
"198","5906","LAZARO","Thierry","M.","LR",23.13,"FOUTRY","Luc","M.",14.17,8.96,"5906","6e circonscription du Nord","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,17% à 23,13%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  8,96 points.</span>"
"199","5908","DELCOURT","Léonard","M.","LR",7.66,"ELBAHI","Amine","M.",5.8,1.86,"5908","8e circonscription du Nord","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,80% à  7,66%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,86 points.</span>"
"200","5909","GERARD","Bernard","M.","LR",25.46,"PAPIACHVILI","Nicolas","M.",20.45,5.01,"5909","9e circonscription du Nord","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 20,45% à 25,46%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,01 points.</span>"
"201","5910","LEDOUX","Vincent","M.","LR",26.93,"GARCIA","Jérôme","M.",3.05,23.88,"5910","10e circonscription du Nord","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de  3,05% à 26,93%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 23,88 points.</span>"
"202","5911","CHARBONNIER","Karine","Mme","LR",13.8,"PLOUY","Michel","M.",8.79,5.01,"5911","11e circonscription du Nord","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,79% à 13,80%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,01 points.</span>"
"203","5912","GOSSELET","Marjorie","Mme","LR",11.62,"DUPONT","Claude","M.",8.07,3.55,"5912","12e circonscription du Nord","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  8,07% à 11,62%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  3,55 points.</span>"
"204","5914","CHRISTOPHE","Paul","M.","LR",26.67,"DEVOS","Frédéric","M.",10.68,15.99,"5914","14e circonscription du Nord","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 10,68% à 26,67%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 15,99 points.</span>"
"205","5915","BATAILLE","Jean-Pierre","M.","LR",16.22,"DIEUSAERT","Stephane","M.",10.69,5.53,"5915","15e circonscription du Nord","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,69% à 16,22%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  5,53 points.</span>"
"206","5916","SOLTANI","Nacéra","Mme","LR",7.83,"DORCHIES","Mady","Mme",5.31,2.52,"5916","16e circonscription du Nord","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de  5,31% à  7,83%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  2,52 points.</span>"
"207","6001","DASSAULT","Olivier","M.","LR",38.51,"HABERT-DASSAULT","Victor","M.",32.46,6.05,"6001","1ère circonscription de l'Oise","Entre 5 et 10 %",5,"#4393c3","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 32,46% à 38,51%, soit une augmentation de<span style='background: #4393c3; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  6,05 points.</span>"
"208","6003","LEBLANC","Frédérique","Mme","LR",11.82,"DIETRICH","Christophe","M.",10.63,1.19,"6003","3e circonscription de l'Oise","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 10,63% à 11,82%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,19 points.</span>"
"209","6004","WOERTH","Eric","M.","LR",27.68,"DUMONTIER","Arnaud","M.",13.34,14.34,"6004","4e circonscription de l'Oise","Plus de 10 %",6,"#053061","une augmentation de","white","Entre 2022 et 2024, le taux est passé de 13,34% à 27,68%, soit une augmentation de<span style='background: #053061; display: inline-block; padding: 2px; padding-bottom:0; color:white'> 14,34 points.</span>"
"210","6005","VATIN","Pierre","M.","LR",19.93,"VATIN","Pierre","M.",23.19,-3.26,"6005","5e circonscription de l'Oise","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 23,19% à 19,93%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -3,26 points.</span>"
"211","6006","DE VALROGER","Eric","M.","LR",15.9,"FONTAINE","Anne-Sophie","Mme",14.23,1.67,"6006","6e circonscription de l'Oise","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 14,23% à 15,90%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  1,67 points.</span>"
"212","6007","MINOT","Maxime","M.","LR",27.3,"MINOT","Maxime","M.",26.32,0.98,"6007","7e circonscription de l'Oise","Entre 0 et 5 %",4,"#92c5de","une augmentation de","black","Entre 2022 et 2024, le taux est passé de 26,32% à 27,30%, soit une augmentation de<span style='background: #92c5de; display: inline-block; padding: 2px; padding-bottom:0; color:black'>  0,98 points.</span>"
"213","6101","DENIAUD","Bertrand","M.","LR",16.29,"SOUL","Bernard","M.",19.06,-2.77,"6101","1ère circonscription de l'Orne","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 19,06% à 16,29%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -2,77 points.</span>"
"214","6102","LOUWAGIE","Véronique","Mme","LR",30.91,"LOUWAGIE","Véronique","Mme",32.72,-1.81,"6102","2e circonscription de l'Orne","Entre -5 et 0 %",3,"#f4a582","une baisse de ","black","Entre 2022 et 2024, le taux est passé de 32,72% à 30,91%, soit une baisse de <span style='background: #f4a582; display: inline-block; padding: 2px; padding-bottom:0; color:black'> -1,81 points.</span>"
